,files,agency_name,provision
1120,109-102 H.txt,    For the Rural Community Advancement Program,"    For the Rural Community Advancement Program, the Committee provides an appropriation of  a decrease of  below the amount available for fiscal year  and an increase of  above the budget request.    The following table provides the Committee's recommendations as compared to the budget request:"
1121,109-102 H.txt,    For Salaries and Expenses of the Rural Development mission areas,"    For Salaries and Expenses of the Rural Development mission areas, the Committee provides an appropriation of  an increase of  above the amount available for fiscal year  and a decrease of  below the budget request.    The Committee is concerned by the delay in receiving requested information on the consolidation of St. Louis Rural Development activities at the Goodfellow facility. The Committee directs the Department to provide a report on the total cost of the consolidation and what expenses the General Services Administration and Rural Development will be funding prior to July , .    The Committee includes  for the National Groundwater Association to fund a pilot program involving inspector training and certification relative to proper well construction, maintenance, sampling and ensuring the overall safety of private wells in rural areas."
1122,109-102 H.txt,    For the Rural Housing Insurance Fund program account,"    For the Rural Housing Insurance Fund program account, the Committee provides a loan level of  an increase of  above the amount provided in fiscal year  and an increase of  above the budget request.    The following table reflects the loan levels for the Rural Housing Insurance Fund program account:"
1123,109-102 H.txt,    For the Rental Assistance Program,"    For the Rental Assistance Program, the Committee provides a program level of  an increase of  above the amount available in fiscal year  and the same amount as the budget request."
1124,109-102 H.txt,    The recommendation does not include  for the Rural Housing Voucher Program,"    The recommendation does not include  for the Rural Housing Voucher Program, as proposed in the President's budget. The Administration has not yet submitted a legislative proposal to Congress for this program. The Committee does not recommend establishing such program in annual appropriations acts, but will consider such program should they achieve authorization."
1125,109-102 H.txt,    For Mutual and Self-Help Housing Grants,"    For Mutual and Self-Help Housing Grants, the Committee provides an appropriation of  an increase of  above the amount available in fiscal year  and the same amount as the budget request."
1126,109-102 H.txt,    For the Rural Housing Assistance Grants program,"    For the Rural Housing Assistance Grants program, the Committee provides an appropriation of  a decrease of  below the amount provided in fiscal year  and the same amount as the budget request. The appropriated amount includes  for supervisory and technical assistance."
1127,109-102 H.txt,    For the Farm Labor program account,"    For the Farm Labor program account, the Committee provides a loan subsidy of  which supports a loan level of  an increase of  in loan subsidy and an increase of  in loan level above the amount available in fiscal year , and the same amount in loan subsidy and loan level as the budget request.    The Committee also provides  in grants, a decrease of  below the amount available in fiscal year  and the same amount as the budget request."
1128,109-102 H.txt,    For the Rural Development Loan Fund program account,"    For the Rural Development Loan Fund program account, the Committee provides for a loan level of  an increase of  above the amount provided for fiscal year  and the same as the budget request."
1129,109-102 H.txt,    For the estimated loan subsidy,"    For the estimated loan subsidy, the Committee provides an appropriation of  a decrease of  below the amount provided in fiscal year  and the same amount as the budget request.    The Committee also provides  in administrative expenses, an increase of  above the amount available in fiscal year  and a decrease of  below the budget request."
1130,109-102 H.txt,    For the Rural Economic Development Loans program account,"    For the Rural Economic Development Loans program account, the Committee provides for a loan level of  an increase of  above the amount provided for fiscal year , and the same as the budget request."
1131,109-102 H.txt,    For the estimated loan subsidy,"    For the estimated loan subsidy, the Committee provides an appropriation of  an increase of  above the amount provided for fiscal year  and the same as the budget request."
1132,109-102 H.txt,    For Rural Cooperative Development Grants,"    For Rural Cooperative Development Grants, the Committee provides an appropriation of  an increase of  above the amount available for fiscal year  and an increase of  above the budget request.    Of the funds provided, not to exceed  is provided for a cooperative agreement for the Appropriate Technology Transfer for Rural Areas (ATTRA) program through a cooperative agreement with the National Center for Appropriate Technology, and  is for value-added market development grants.    The Committee encourages the Department to continue the Agriculture Innovations Center Program in the Rural Business-Cooperative Service. The program has provided assistance to farmers in value-added agriculture production and marketing."
1133,109-102 H.txt,    For Rural Empowerment Zones and Enterprise Communities Grants,"    For Rural Empowerment Zones and Enterprise Communities Grants, the Committee provides an appropriation of  a decrease of  below the amount available in fiscal year  and an increase of  above the budget request."
1134,109-102 H.txt,    For the Renewable Energy Program,"    For the Renewable Energy Program, the Committee provides an appropriation of  an increase of  above the amount available in fiscal year  and an increase of  above the budget request."
1135,109-102 H.txt,    The following table reflects the loan levels for the Rural Electrification and Telecommunications Loans Program account:,    The following table reflects the loan levels for the Rural Electrification and Telecommunications Loans Program account:
1136,109-102 H.txt,    For the Rural Telephone Bank Program,"    For the Rural Telephone Bank Program, the Committee does not provide for a loan level, which is a decrease of  below the amount provided in fiscal year  and the same amount as the budget request.    The Committee does not include the provision from the fiscal year  bill which limits the retirement of the Class A stock of the Rural Telephone Bank."
1137,109-102 H.txt,    The Committee provides  in administrative expenses,"    The Committee provides  in administrative expenses, a decrease of  below the amount available in fiscal year  and the same as the budget request."
1138,109-102 H.txt,    For the Distance Learning,"    For the Distance Learning, Telemedicine, and Broadband Program, the Committee provides an appropriation of  a decrease of  below the amount available for fiscal year  and an increase of  above the budget request, including  for Distance Learning and Telemedicine loan subsidy, which supports a loan level of ;  for Distance Learning and Telemedicine Grants;  for Broadband Telecommunications loan subsidy, which supports a loan level of ; and  for Broadband Grants."
1139,109-102 H.txt,    For the Office of the Under Secretary for Food,"    For the Office of the Under Secretary for Food, Nutrition and Consumer Services, the Committee provides an appropriation of  an increase of  above the amount provided in fiscal year  and the same amount as the budget request.    Buy American.--The Committee is concerned that foreign agricultural products are being purchased at the local level for use in the National School Lunch Program. The Committee urges the Department to implement a Buy American procurement-training program for state and local administrators.    Pilot Study.--The Committee encourages the Food and Nutrition Service to conduct a pilot study, in all or part of  States, as authorized by section  of the Child Nutrition and WIC Reauthorization Act of ."
1140,109-102 H.txt,    For the Child Nutrition Programs,"    For the Child Nutrition Programs, the Committee provides a total of  an increase of  above the amount available for fiscal year  and a decrease of  below the budget request. Of the total amount provided,  is by direct appropriation and  is by transfer from Section .Child Nutrition Programs:"
1141,109-102 H.txt,    For the Special Supplemental Nutrition Program for Women,"    For the Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) the Committee provides an appropriation of  an increase of  above the amount available for fiscal year  and a decrease of  below the budget request.    The Committee recommendation for the Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) is . The Committee notes that since the budget request was submitted last February, estimates for participation and food costs in the WIC program have declined for fiscal year  and fiscal year . In fiscal year , there are estimated to be , fewer participants a month and the average food cost per person per month has decreased by twenty-one cents. The Office of Management and Budget has notified the Committee that the budget request is higher than estimated program needs. Therefore, the recommended funding level, although below the budget request, is currently estimated to be sufficient to meet program needs. However, the Committee will continue to monitor WIC food costs and participation, and take additional action as necessary to ensure that the funding provided in fiscal year  is sufficient to serve all eligible applicants.    In addition, the Committee notes that  is available in the contingency fund in fiscal year .    The recommended funding level includes  for continuation of the breastfeeding peer counselor program.    The Committee has concerns about the need for the Department's request of  for the evaluation and research of program cost containment strategies. In May , the Economic Research Service published an Assessment of WIC Cost-Containment Practices. The Committee encourages FNS and ERS to explore potential research needs in support of vendor cost-containment policies. The Committee recommendation does not include funds for an evaluation of cost containment strategies.    The Committee does not include the provision, as requested, that requires funding for nutrition services and administration grants to States be capped at  percent of the total amount provided.    The Committee includes language, as requested by the Administration, that provides guidance that funds under this heading shall not be used for WIC benefits for individuals who receive medical assistance or whose family member is a pregnant woman or infant who receives assistance, unless it falls below  percent of the applicable poverty guidelines.    Electronic Benefit Transfer.--The Committee recommendation includes language to allow funds to be used for WIC electronic benefit transfer (EBT) systems and sets the authorized level of infrastructure funding at  which includes funding to develop EBT systems.    WIC Services and Referrals.--While the Committee supports State and local agency efforts to utilize WIC as a means of participation referral to other health care services, it also recognizes the constraints that WIC programs experience as a result of expanding health care priorities and continuing demand for core WIC program activities. The Committee wishes to clarify that while WIC plays an important role in screening and referral to other health care services, it is not the Committee's intention that WIC should perform aggressive screening, referral and assessment functions in a manner that supplants the responsibilities of other programs, nor should WIC State and local agencies assume the burden of entering into and negotiating appropriate cost sharing agreements. The committee again includes language in the bill to preserve WIC funding for WIC services authorized by law to ensure that WIC funds are not used to pay the expenses or to coordinate operations or activities other than those allowable pursuant to section  of the Child Nutrition Act of , unless fully reimbursed by the appropriate Federal agency.    Food Prescription Package.--The Committee directs the Department to move expeditiously in consultation with WIC agencies to develop for public comment a food prescription rule responding to the needs of the WIC population and to provide a report to the Committee regarding the status and publication of a final rule prior to February , ."
1142,109-102 H.txt,    For the Food Stamp Program,"    For the Food Stamp Program, the Committee provides  an increase of  above the amount available for fiscal year  and the same amount as the budget request. The total amount includes  for a contingency reserve in fiscal year ;  for nutrition assistance for Puerto Rico and American Samoa; and  for The Emergency Food Assistance Program (TEFAP)."
1143,109-102 H.txt,    The Committee provides an appropriation of  for the Commodity Assistance Program,"    The Committee provides an appropriation of  for the Commodity Assistance Program, an increase of  above the amount available for fiscal year  and an increase of  above the budget request.    The recommended funding level for the Commodity Supplemental Food Program (CSFP) is  an increase of  above the amount available for fiscal year  and above the budget request. The Committee notes that approximately  in commodity inventory is expected to be available to the CSFP in fiscal year , making the total available for the program approximately .    The Committee has included  for administration of TEFAP, an increase of  above the amount available in fiscal year  and the same as the budget request. These funds may be used for administration purposes or for food costs at the discretion of the States. In addition, the Committee recommendation includes a general provision that allows the Secretary to transfer up to  of TEFAP commodity funding to processing, storage, and distribution costs.    For the Food Donations Programs the Committee provides an appropriation of  for Pacific Island Assistance, an increase of  above the amount available for fiscal year  and the same as the budget request.    Farmers' Market Nutrition Program.--The Committee recommendation includes  for the Farmers' Market Nutrition Program, an increase of  above the amount available for fiscal year  and the same as the budget request.    Seniors Farmers' Market Program.--Public Law -, Section , directs mandatory funding for this program from funds available to the Commodity Credit Corporation. The funding level is  for fiscal year ."
1144,109-102 H.txt,    For Nutrition Programs Administration,"    For Nutrition Programs Administration, the Committee has provided  an increase of  above the amount available for fiscal year  and the same amount as the budget request.    The Committee directs the Department to promptly publish interim final regulations regarding WIC vendor cost containment, as described in the legislative history of the Child Nutrition and WIC Reauthorization Act. In the event the Department should fail to publish such regulations before the enactment of this Act, the Committee has provided an extension of the moratorium on authorization of new ``WIC-only'' stores until the issuance of vendor cost containment regulations. This moratorium is not intended to restrict the transfer or relocation of existing ``WIC-only'' stores or prevent authorization of stores that are not expected to increase program cost."
1145,109-102 H.txt,    For the Foreign Agricultural Service,"    For the Foreign Agricultural Service, the Committee provides an appropriation of  and transfers of  for a total salaries and expenses level of  an increase of  above the amount available for fiscal year  and a decrease of  below the budget request.    The Committee recommendation includes:  for pay cost;  for ICASS;  to offset the increased costs in overseas currency rates;  for FAS to promote American agricultural products in Baghdad;  for Title I administration; and  for the capital surcharge being levied on the Foreign Agricultural Service by the State Department.    The Committee recommendation includes  the same as fiscal year , for technical assistance for the promotion of specialty crop exports.    The Committee has included language that allows for the use of not more than  of funds transferred to the Foreign Agricultural Service from the Commodity Credit Corporation for Information Resource Management requirements.    The Trade Assistance Act for Farmers requires that technical assistance be provided to farmers negatively impacted by imports. This technical assistance is an education program that helps farmers develop marketing opportunities, increase production efficiency and seek alternatives to offset losses created by imports. The Committee directs that from the funds made available by the Trade Adjustment Act that  be available to the Digital Center for Risk Management Education to coordinate an intensive technical assistance program for farmers."
1146,109-102 H.txt,    The Farm Security and Rural Investment Act of  envisioned the use of USDA commodity monetization programs to support rural electrification development in developing countries carried out with the help of the international assistance program of U.S. rural electric cooperatives. The Committee considers it an important and necessary step to integrate the successful U.S. rural electrification experience as a component of on-going USDA assistance to food-aid recipient countries in order to help them overcome chronic conditions of hunger and poverty and,"    The Farm Security and Rural Investment Act of  envisioned the use of USDA commodity monetization programs to support rural electrification development in developing countries carried out with the help of the international assistance program of U.S. rural electric cooperatives. The Committee considers it an important and necessary step to integrate the successful U.S. rural electrification experience as a component of on-going USDA assistance to food-aid recipient countries in order to help them overcome chronic conditions of hunger and poverty and, over the long term, to reduce their dependency on feeding assistance programs from the U.S. and other donor nations.    The following table reflects the loan levels, subsidy levels, and administrative costs for all Public Law  programs:"
1147,109-102 H.txt,    For administrative expenses of the Commodity Credit Corporation Export Loans Program Account,"    For administrative expenses of the Commodity Credit Corporation Export Loans Program Account, the Committee provides an appropriation of  an increase of  above the amount available for fiscal year  and the same amount as the budget request.  MCGOVERN-DOLE INTERNATIONAL FOOD FOR EDUCATION AND CHILD NUTRITION"
1148,109-102 H.txt,    For McGovern-Dole Food for Education and Child Nutrition Program Grants,"    For McGovern-Dole Food for Education and Child Nutrition Program Grants, as authorized by Section  of P.L. - ( U.S.C. o-), the Committee provides an appropriation of  an increase of  above the amount available for fiscal year , and the same amount as the budget request."
1149,109-102 H.txt,    The Committee recommendation includes  for the salaries and expenses of the Food and Drug Administration. Of the total,"    The Committee recommendation includes  for the salaries and expenses of the Food and Drug Administration. Of the total,  is provided in budget authority, and the Committee makes available  in prescription drug user fees,  in medical device user fees and  in animal drug user fees. The budget authority provided is  over the fiscal year  level, and  under the budget request.    Included in this funding level are increases of  for the Office of Drug Safety and  for medical device review, as requested; and an increase of  for food safety and counter-terrorism activities. Within the total amount for the agency, not less than  in budget authority and  in user fees are made available for field activities conducted by the Office of Regulatory Affairs. The Committee assumes a cut of  from FDA's base resources, as proposed in the President's budget.    The Committee directs that within the amount provided for food safety and counter-terrorism activities, priority should be given to maintaining existing personnel and operations that are critical to ensuring the safety of domestic and imported food, rather than funding new functions, grants, or agreements.    Within the amount provided for Other Activities in the Act,  is for the Office of the Commissioner,  is for the Office of Management,  is for the Office of External Relations,  is for the Office of Policy and Planning, and  is for central services for the Offices in this account. The Committee notes that funds for these Offices, as well as for the other activities, programs, or projects named in this Act, are subject to the requirements of Section  of this Act.    Drug Safety.--The Committee provides all budget authority requested,  for the Office of Drug Safety, as well as full funding for the patient safety function within the agency, which totals nearly . In addition,  in user fees is made available for patient safety, of which  is for the Office of Drug Safety. The Committee is extremely concerned about this issue, and expects to receive, at a minimum, quarterly reports from the agency on the situation, including, but not limited to: the status and results of the Institute of Medicine study regarding drug safety issues and FDA effectiveness; planned changes within FDA related to drug safety, including review processes or reprogrammings; plans for external review; and new initiatives, including education efforts or labeling changes.    The Committee provides an additional  for the Drugs Program, and directs FDA to use these funds for the highest priority drug safety needs. For these funds and those provided for the Office of Drug Safety, the Committee requires a detailed spending plan within  days of enactment.    Generic Drugs.--The base funding includes not less than  in funding for the Generic Drugs Program. This is a vital program and the Committee is concerned that its potential as part of the solution to high quality and affordable health care is not realized.    Bovine Spongiform Encephalophathy (BSE).--The Committee provides the total amount requested,  for BSE prevention activities, primarily to continue enforcement of the  feed ban.    Antibiotic Resistance Monitoring.--The Committee believes that the National Antibiotic Resistance Monitoring System (NARMS) program is critical to public health surveillance and encourages FDA to provide funding to USDA (the animal arm) at a level equal to the total for FDA and Centers for Disease Control and Prevention (the human arm). The Committee expects that the agencies will coordinate their activities and directs that an Executive Summary of  NARMS data and a preliminary report on  data be sent to the Committee by March , . The summary should present findings of all three components in a format that is accessible to users of the data. The Committee directs that FDA perform a review of all components of the NARMS program to analyze whether the arms of the program remain scientifically sound and relevant to public health, the criteria utilized to evaluate the program, and what is needed to make the NARMS program complete.    Pediatric Use of HIV Vaccines.--The Committee recognizes the importance of ensuring that promising HIV/AIDS vaccines are tested in infants and youth as early as is medically and ethically appropriate. The Committee requests that the Commissioner of the Food and Drug Administration, in consultation with appropriate public and private entities, consider the logistical, regulatory, medical and ethical issues presented by pediatric testing of these vaccines so that children can share in the benefit of any advances in vaccines research. The Committee urges FDA to issue guidance not later than six months after enactment of this Act on the minimum requirements for obtaining approval of the Food and Drug Administration to test an HIV vaccine in pediatric populations and the minimum requirements for obtaining Food and Drug Administration approval of a pediatric indication of an HIV vaccine.    Abuse of Prescription Drugs.--The Committee is interested in the potential benefit from FDA's development of procedures for the processing and review of applications for approval for abuse-resistant formulations of schedule II painkillers and other prescription drugs currently on the market.    The Committee notes that FDA priority review can be granted in cases in which the drug product ``would be a significant improvement compared to marketed products . . . in the treatment, diagnosis, or prevention of a disease'' including ``elimination or substantial reduction of a treatment-limiting drug reaction''. The Committee requests FDA to report on whether a drug less prone to abuse would be considered under that provision, and if so, how many drugs were considered under the provision due to less potential for abuse, and granted priority status.    Additionally, FDA should take all appropriate steps to ensure that health care providers and patients are given all relevant information concerning the abuse-resistant qualities of safer drugs. Providers and patients alike will benefit from the expedited review of safer drugs, as well as the provision of information that accurately differentiates abuse-resistant formulations.    Women's health.--The Committee recommendation includes not less than  for the Office of Women's Health. The Committee continues to be committed to this function, and in particular activities related to cardiovascular disease in women and the hormone therapy education program.    Orphan products.--The Committee directs that no less than  be available for grants and contracts awarded under section  of the Orphan Drug Act, the same amount as fiscal year .    Rent and related activities.--The Committee provides  in budget authority, an increase of  for relocation costs to the White Oak, Maryland, facility as requested.    Financial management.--In the fiscal year  appropriations Act, Congress directed that the funding level for the Unified Financial Management System (UFMS) was at the same level as in fiscal year . In response to the Questions for Record submitted to the Committee in April , FDA reports that spending for the UFMS was  in fiscal year  and is expected to be  in fiscal year , a  percent increase. The Committee has not received the required notification of this increase. For fiscal year , the Committee directs that no more than  is available for UFMS, and requires a quarterly report on the expenditures. The Committee reiterates that any additional costs for this purpose, either direct or by transfer, are subject to approval by the Committee.    Human resources.--The Committee requests a report within  days of enactment regarding the DHHS human resource consolidation including: total FDA obligations; an update on the performance metrics specified in the service level agreement between FDA and DHHS; a description of any cases in which the performance measures were not met during fiscal year , and the resolution of those cases; and a list of the DHHS operating divisions that are participating in the consolidation.    Consolidation.--The Committee directs DHHS to include all future consolidations that impact FDA in the President's budget request submitted to Congress.    Fees.--The Committee directs that none of the funds made available to FDA in this bill be for any assessments, fees, or charges by DHHS or any other Department or Office unless such assessments, fees, or charges are identified in the FDA budget justification and expressly provided by Congress, or approved by Congress in the official reprogramming process as required in the General Provisions of this bill.    Shellfish safety.--The Committee expects that FDA will continue its work with the Interstate Shellfish Sanitation Commission (ISSC) to promote educational and research activities related to shellfish safety in general, and Vibrio vulnificus in particular. The Committee directs the use of not less than  for this effort. In addition, the Committee expects that FDA will continue its work with ISSC through a memorandum of understanding, and that FDA will devote not less than  to that work. The Committee expects the FDA to require all states to work cooperatively in conformity with the National Shellfish Sanitation Program implemented by the ISSC.    Food safety.--The Committee recognizes the contributions which the National Center for Food Safety and Technology (NCFST) is making toward ensuring the security of the nation's food supply. The Committee directs that FDA continue to provide  to NCFST through the cooperative agreement. The  in funding shall be exclusive of any additional initiative funds that FDA may award to NCFST.    Test method evaluation.--The Committee directs that the agency continue its contract to conduct method evaluation of rapid test methods of fresh fruits and vegetables for microbiological pathogens with New Mexico State University's Physical Science Laboratory at the fiscal year  level.    WERC.--The Committee expects the FDA to continue its support for the Waste Management Education and Research Consortium (WERC) and its work in food safety technology verification and education at the fiscal year  level.    Antibiotics in shrimp imports.--The Committee continues to have serious concerns regarding seafood safety issues posed by banned antibiotic contamination in farm-raised shrimp imports. It is the Committee's understanding that FDA is now using testing methods that detect chloramphenicol at . parts per billion, rather than  part per billion. The Committee recommends that the FDA, in cooperation with any state testing programs, continue testing of farm-raised shrimp imports for chloramphenicol and other related harmful antibiotics used in the aquaculture industry and ensure that any adulterated shrimp that tests positive for chloramphenicol or other banned antibiotics will be destroyed or exported from the United States. The Committee requests a report by March , , on the number of shrimp samples tested for antibiotics, and the number of positive tests for chloramphenicol in fiscal years ,  and to date in .    Food Labels.--The Committee is interested in ensuring that the public can be certain that the Nutrition Facts panel on food products reflects accurate, lawful and factual nutritional information, particularly as it relates to the New Dietary Guidelines for Americans . Given the important nature of the information provided on the food label, the Committee is concerned that consumers may be faced with illegal low calorie claims, healthy claims and heart health claims. Additionally, there may be product names that violate the standards of identity for particular products. Consumers need to know that they can trust the accuracy of food labels. The Committee, therefore, directs the Agency to systematically examine Nutrition Facts labels, and report to the Committee by February , , with a summary of the types of labeling violations discovered, and the actions taken to address such violations.    Regulation development.--The Committee understands that FDA and FSIS are working on rules related to sausage casings and the small intestine of cattle. The Committee is concerned about the availability of this material, which has not been categorized as a specified risk material. The Committee directs the agency to proceed on rulemaking in a timely manner, and to report to the Committee within  days of enactment on the regulatory status of sausage casings/small intestines and on related guidance for the Field force.    Hearing on budget request.--The Committee has taken the step of withholding five percent of the funds provided to the central offices at FDA until there is a public hearing with the head of the agency on the fiscal year  budget request. The Committee appreciates the willingness of the agency's head to present the budget request in March , and regrets that the administration insisted on postponing his scheduled appearance. The Committee wants to make it clear to the administration that it will insist on a hearing with the agency's head before providing it the funds requested in the budget.    Direct to consumer advertising.--The Committee provides an increase of  for the review of direct-to-consumer drug ads. Because staff levels for these activities, under the Division of Drug Marketing, Advertising and Communication in the Center for Drug Evaluation and Research in FDA, have remained flat for some time, despite the growth of direct to consumer ads, the Committee believes this increase is needed."
1150,109-102 H.txt,    For Buildings and Facilities of the Food and Drug Administration,"    For Buildings and Facilities of the Food and Drug Administration, the Committee provides ."
1151,109-102 H.txt,    For the Commodity Futures Trading Commission,"    For the Commodity Futures Trading Commission, the Committee provides an appropriation of  an increase of  above the amount available for fiscal year  and a decrease of  below the budget request."
1152,109-102 H.txt,    For a limitation on the expenses of the Farm Credit Administration,"    For a limitation on the expenses of the Farm Credit Administration, the Committee provides  an increase of  above the amount available for fiscal year  and an increase of  above the budget request."
1153,106-619 H.txt,    For the Office of Budget and Program Analysis,"    For the Office of Budget and Program Analysis, the Committee provides an appropriation of  the same as the amount available for fiscal year  and a decrease of  below the budget request."
1154,106-619 H.txt,    For Mutual and Self-Help Housing Grants,"    For Mutual and Self-Help Housing Grants, the Committee provides an appropriation of  the same as the amount available in fiscal year  and a decrease of  below the budget request.    The Committee notes that the House-passed fiscal year  supplemental legislation provides an additional  for the mutual and self-help housing grants that is not indicated in the previous table."
1155,106-619 H.txt,    For the Rural Housing Assistance Grants program,"    For the Rural Housing Assistance Grants program, the Committee provides an appropriation of  a decrease of  below the amount provided for fiscal year  and the same as the budget request."
